GFS0P50H03T00E00 01 15 2021/07/27 99 2021 07 12 00    6.51     5.36     0.50     2.03     1.48     2.04     2.08     1.89     2.05     2.11     2.34     5.06     1.85     1.32     0.12     0.12     0.20     0.07     0.04     0.07     0.12 
GFS0P25H03T00E00 02 00 2021/07/12 99 2021 07 12 00    0.17     0.18     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.06     0.25     0.02     0.02     0.03     0.03     1.11     0.00     0.04     0.03     0.04 
GFS0P25H03T00E00 02 01 2021/07/13 99 2021 07 12 00    0.27     0.34     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.10     0.49     0.01     0.00     0.02     0.01     0.34     0.00     0.02     0.01     0.02 
GFS0P25H03T00E00 02 02 2021/07/14 99 2021 07 12 00    0.93     1.34     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.40     2.10     0.05     0.04     0.00     0.00     0.19     0.00     0.00     0.00     0.00 
GFS0P25H03T00E00 02 03 2021/07/15 99 2021 07 12 00    1.94     1.53     0.05     0.00     0.00     0.01     0.03     0.04     0.02     0.00     0.66     1.58     0.82     0.00     0.00     0.00     0.26     0.00     0.00     0.00     0.00 
GFS0P25H03T00E00 02 04 2021/07/16 99 2021 07 12 00    5.06     3.48     0.08     0.08     0.16     0.07     0.06     0.17     0.07     0.00     2.13     2.89     4.48     0.00     0.00     0.00     0.54     0.00     0.00     0.00     0.00 
GFS0P25H03T00E00 02 05 2021/07/17 99 2021 07 12 00    1.96     2.18     0.13     1.92     1.13     2.29     3.24     4.18     3.07     1.84     0.99     2.65     0.53     0.00     0.00     0.00     0.79     0.00     0.00     0.00     0.00 
GFS0P25H03T00E00 02 06 2021/07/18 99 2021 07 12 00    2.00     2.73     0.00     3.88     0.86     3.32     1.94     2.71     1.79     1.10     1.07     3.77     0.26     1.06     1.23     0.84     1.06     0.46     2.12     1.73     1.27 
GFS0P25H03T00E00 02 07 2021/07/19 99 2021 07 12 00    0.40     0.44     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.14     0.60     0.03     2.80     5.34     3.91    14.10     5.59     4.75     7.80     4.61 
GFS0P25H03T00E00 02 08 2021/07/20 99 2021 07 12 00    0.73     0.52     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.21     0.47     0.23     0.00     0.00     0.00     0.38     0.00     0.00     0.00     0.00 
GFS0P25H03T00E00 02 09 2021/07/21 99 2021 07 12 00    1.31     0.98     0.25     0.10     0.02     0.11     0.14     0.13     0.11     0.10     0.61     0.93     0.95     0.00     0.00     0.00     0.60     0.00     0.00     0.00     0.00 
GFS0P25H01T00E00 03 00 2021/07/12 99 2021 07 12 00    0.17     0.17     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.05     0.22     0.02     0.02     0.05     0.05     1.05     0.00     0.04     0.03     0.05 
GFS0P25H01T00E00 03 01 2021/07/13 99 2021 07 12 00    0.26     0.36     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.11     0.55     0.01     0.00     0.01     0.01     0.19     0.00     0.01     0.01     0.01 
GFS0P25H01T00E00 03 02 2021/07/14 99 2021 07 12 00    0.88     1.29     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.39     2.05     0.06     0.02     0.00     0.00     0.24     0.00     0.00     0.00     0.00 
GFS0P25H01T00E00 03 03 2021/07/15 99 2021 07 12 00    2.10     1.57     0.06     0.00     0.00     0.00     0.01     0.01     0.01     0.00     0.76     1.52     1.18     0.00     0.00     0.00     0.29     0.00     0.00     0.00     0.00 
GFS0P25H01T00E00 03 04 2021/07/16 99 2021 07 12 00    4.64     3.25     0.13     0.18     0.17     0.17     0.13     0.28     0.17     0.09     2.03     2.77     4.25     0.00     0.00     0.00     0.57     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 00 2021/07/12 99 2021 07 12 00    0.06     0.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.12     0.01     0.01     0.00     0.00     0.54     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 01 2021/07/13 99 2021 07 12 00    0.30     0.42     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.13     0.65     0.02     0.12     0.08     0.07     0.86     0.04     0.01     0.04     0.08 
GEFS0P50H06T00E00 04 02 2021/07/14 99 2021 07 12 00    0.96     0.95     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.29     1.20     0.06     0.19     0.04     0.04     0.60     0.02     0.00     0.01     0.04 
GEFS0P50H06T00E00 04 03 2021/07/15 99 2021 07 12 00    1.81     1.26     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.43     1.08     0.28     0.06     0.00     0.00     0.13     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 04 2021/07/16 99 2021 07 12 00    7.56     5.59     0.27     0.00     0.10     0.00     0.00     0.00     0.00     0.00     3.11     5.21     5.79     0.00     0.00     0.00     0.15     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 05 2021/07/17 99 2021 07 12 00    0.80     1.07     0.00     0.00     0.02     0.00     0.00     0.00     0.00     0.00     0.34     1.62     0.11     0.00     0.00     0.00     0.24     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 06 2021/07/18 99 2021 07 12 00    2.74     2.96     0.02     0.01     0.01     0.00     0.00     0.00     0.00     0.00     0.99     4.01     0.49     0.00     0.00     0.00     0.24     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 07 2021/07/19 99 2021 07 12 00    2.86     2.56     0.00     0.00     0.14     0.00     0.00     0.00     0.00     0.00     0.81     2.91     0.29     0.37     0.61     0.59     0.95     0.35     0.32     0.45     0.60 
GEFS0P50H06T00E00 04 08 2021/07/20 99 2021 07 12 00    1.27     0.73     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.33     0.42     0.49     0.17     0.21     0.20     0.63     0.12     0.41     0.35     0.21 
GEFS0P50H06T00E00 04 09 2021/07/21 99 2021 07 12 00    0.47     0.36     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.11     0.35     0.03     0.10     0.04     0.04     0.35     0.02     0.00     0.01     0.04 
GEFS0P50H06T00E00 04 10 2021/07/22 99 2021 07 12 00    0.32     0.33     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.10     0.43     0.03     0.00     0.00     0.00     0.02     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E00 04 11 2021/07/23 99 2021 07 12 00    0.15     0.24     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.07     0.40     0.00     0.05     0.02     0.02     0.04     0.01     0.04     0.04     0.02 
GEFS0P50H06T00E00 04 12 2021/07/24 99 2021 07 12 00    1.10     0.72     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.23     0.55     0.08     1.00     0.36     0.35     0.43     0.21     0.25     0.30     0.36 
GEFS0P50H06T00E00 04 13 2021/07/25 99 2021 07 12 00   12.16     6.26     0.27     0.43     0.04     0.31     0.02     0.03     0.02     0.02     2.32     2.37     1.61     0.93     0.44     0.43     0.50     0.25     0.19     0.30     0.43 
GEFS0P50H06T00E00 04 14 2021/07/26 99 2021 07 12 00    0.57     0.43     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.22     0.42     0.38     0.19     0.06     0.06     0.06     0.03     0.00     0.02     0.06 
GEFS0P50H06T00E00 04 15 2021/07/27 99 2021 07 12 00    7.06     3.53     0.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     2.18     1.14     4.67     1.35     0.79     0.76     1.10     0.44     0.22     0.44     0.77 
GEFS0P50H06T00E01 05 00 2021/07/12 99 2021 07 12 00    0.03     0.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.09     0.00     0.09     0.06     0.06     0.67     0.03     0.01     0.03     0.06 
GEFS0P50H06T00E01 05 01 2021/07/13 99 2021 07 12 00    0.42     0.49     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.15     0.69     0.01     0.04     0.00     0.00     0.78     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 02 2021/07/14 99 2021 07 12 00    1.32     1.29     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.41     1.63     0.13     0.13     0.00     0.00     0.09     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 03 2021/07/15 99 2021 07 12 00    1.15     0.89     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.35     0.88     0.37     0.05     0.00     0.00     0.39     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 04 2021/07/16 99 2021 07 12 00    6.62     4.24     0.08     0.00     0.01     0.00     0.00     0.00     0.00     0.00     2.26     3.14     4.14     0.00     0.00     0.00     0.97     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 05 2021/07/17 99 2021 07 12 00    0.71     0.84     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.27     1.20     0.09     0.16     0.02     0.02     0.19     0.01     0.00     0.01     0.02 
GEFS0P50H06T00E01 05 06 2021/07/18 99 2021 07 12 00    4.09     2.96     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.10     2.72     0.98     0.00     0.00     0.00     0.04     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 07 2021/07/19 99 2021 07 12 00    1.76     1.42     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.44     1.49     0.10     0.35     0.31     0.30     0.54     0.17     0.11     0.19     0.30 
GEFS0P50H06T00E01 05 08 2021/07/20 99 2021 07 12 00    0.17     0.17     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.05     0.22     0.02     0.00     0.00     0.00     0.52     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 09 2021/07/21 99 2021 07 12 00    0.91     0.57     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.20     0.41     0.13     0.00     0.00     0.00     0.06     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 10 2021/07/22 99 2021 07 12 00    0.21     0.22     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.07     0.31     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 11 2021/07/23 99 2021 07 12 00    0.02     0.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.09     0.00     0.00     0.00     0.00     0.04     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 12 2021/07/24 99 2021 07 12 00    0.03     0.05     0.00     0.02     0.00     0.06     0.17     0.06     0.03     0.01     0.02     0.09     0.00     0.00     0.00     0.00     0.22     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 13 2021/07/25 99 2021 07 12 00    0.28     0.23     0.00     0.00     0.00     0.01     0.03     0.00     0.00     0.00     0.07     0.26     0.02     0.05     0.00     0.00     0.99     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 14 2021/07/26 99 2021 07 12 00    4.86     2.63     0.87     0.10     0.18     0.09     0.04     0.08     0.04     0.02     1.45     1.15     1.50     0.06     0.00     0.00     0.54     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E01 05 15 2021/07/27 99 2021 07 12 00    6.32     4.57     1.10     5.27     2.29     4.61     2.99     3.49     2.88     2.30     2.61     3.37     2.15     0.22     0.08     0.07     0.30     0.04     0.05     0.06     0.08 
GEFS0P50H06T00E02 06 00 2021/07/12 99 2021 07 12 00    0.07     0.07     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.10     0.00     0.02     0.17     0.17     0.84     0.10     0.01     0.07     0.17 
GEFS0P50H06T00E02 06 01 2021/07/13 99 2021 07 12 00    0.34     0.47     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.14     0.73     0.03     0.02     0.00     0.00     0.73     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E02 06 02 2021/07/14 99 2021 07 12 00    0.89     1.09     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.33     1.55     0.06     0.15     0.02     0.02     0.41     0.01     0.00     0.01     0.02 
GEFS0P50H06T00E02 06 03 2021/07/15 99 2021 07 12 00    1.30     1.47     0.01     0.00     0.05     0.00     0.00     0.00     0.00     0.00     0.48     2.01     0.22     0.09     0.00     0.00     0.11     0.00     0.01     0.01     0.00 
GEFS0P50H06T00E02 06 04 2021/07/16 99 2021 07 12 00    6.45     5.02     0.30     0.00     0.88     0.00     0.00     0.00     0.00     0.00     2.32     4.48     3.11     0.00     0.00     0.00     0.09     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E02 06 05 2021/07/17 99 2021 07 12 00    0.66     1.57     0.12     0.00     0.34     0.00     0.00     0.00     0.00     0.00     0.55     2.65     0.22     0.00     0.00     0.00     0.50     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E02 06 06 2021/07/18 99 2021 07 12 00    1.48     3.12     0.02     0.00     0.04     0.00     0.00     0.00     0.00     0.00     0.99     5.57     0.33     0.00     0.00     0.00     0.32     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E02 06 07 2021/07/19 99 2021 07 12 00    0.85     0.63     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.23     0.60     0.17     0.27     0.17     0.17     0.54     0.10     0.18     0.19     0.17 
GEFS0P50H06T00E02 06 08 2021/07/20 99 2021 07 12 00    0.14     0.12     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.14     0.00     0.35     0.31     0.30     0.43     0.17     0.23     0.27     0.30 
GEFS0P50H06T00E02 06 09 2021/07/21 99 2021 07 12 00    0.36     0.22     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.07     0.15     0.03     0.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E02 06 10 2021/07/22 99 2021 07 12 00    0.08     0.09     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.12     0.00     0.45     0.17     0.17     0.30     0.10     0.19     0.19     0.17 
GEFS0P50H06T00E02 06 11 2021/07/23 99 2021 07 12 00    0.07     0.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.12     0.00     1.71     1.00     0.96     1.19     0.56     0.17     0.49     0.98 
GEFS0P50H06T00E02 06 12 2021/07/24 99 2021 07 12 00    0.11     0.10     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.11     0.01     0.10     0.04     0.04     0.04     0.02     0.00     0.01     0.04 
GEFS0P50H06T00E02 06 13 2021/07/25 99 2021 07 12 00    0.13     0.14     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.19     0.01     0.22     0.10     0.09     0.11     0.05     0.03     0.06     0.09 
GEFS0P50H06T00E02 06 14 2021/07/26 99 2021 07 12 00    0.26     0.13     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.04     0.05     0.01     0.00     0.00     0.00     0.04     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E02 06 15 2021/07/27 99 2021 07 12 00    0.17     0.18     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.06     0.23     0.03     0.00     0.00     0.00     0.06     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E03 07 00 2021/07/12 99 2021 07 12 00    0.04     0.06     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.10     0.00     0.02     0.08     0.07     0.63     0.04     0.02     0.04     0.08 
GEFS0P50H06T00E03 07 01 2021/07/13 99 2021 07 12 00    0.17     0.21     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.07     0.32     0.02     0.16     0.10     0.09     0.80     0.05     0.03     0.06     0.09 
GEFS0P50H06T00E03 07 02 2021/07/14 99 2021 07 12 00    0.49     0.50     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.16     0.65     0.05     0.31     0.21     0.20     0.26     0.12     0.02     0.09     0.21 
GEFS0P50H06T00E03 07 03 2021/07/15 99 2021 07 12 00    0.73     0.61     0.01     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.21     0.66     0.13     0.09     0.06     0.06     0.50     0.03     0.00     0.02     0.06 
GEFS0P50H06T00E03 07 04 2021/07/16 99 2021 07 12 00    4.24     2.80     0.02     0.00     0.00     0.00     0.00     0.00     0.00     0.00     1.14     2.22     1.31     0.00     0.00     0.00     0.35     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E03 07 05 2021/07/17 99 2021 07 12 00    0.37     0.71     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.21     1.24     0.03     0.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E03 07 06 2021/07/18 99 2021 07 12 00    1.16     1.05     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.32     1.24     0.05     0.00     0.02     0.02     0.02     0.01     0.00     0.01     0.02 
GEFS0P50H06T00E03 07 07 2021/07/19 99 2021 07 12 00    0.20     0.27     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.08     0.40     0.00     1.00     3.05     2.94     3.43     1.72     1.38     2.07     3.01 
GEFS0P50H06T00E03 07 08 2021/07/20 99 2021 07 12 00    0.01     0.03     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.01     0.05     0.00     0.87     1.27     1.22     1.43     0.71     0.42     0.76     1.25 
GEFS0P50H06T00E03 07 09 2021/07/21 99 2021 07 12 00    0.00     0.01     0.11     0.00     0.02     0.04     0.14     0.02     0.01     0.01     0.05     0.02     0.00     0.30     0.42     0.41     0.48     0.24     0.11     0.23     0.42 
GEFS0P50H06T00E03 07 10 2021/07/22 99 2021 07 12 00    0.09     0.14     0.16     0.02     0.00     0.05     0.11     0.12     0.11     0.09     0.10     0.23     0.00     2.00     3.74     3.61     4.21     2.11     1.79     2.60     3.69 
GEFS0P50H06T00E03 07 11 2021/07/23 99 2021 07 12 00    0.02     0.08     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.16     0.00     6.51    11.06    10.66    12.44     6.22     6.38     8.40    10.89 
GEFS0P50H06T00E03 07 12 2021/07/24 99 2021 07 12 00    0.03     0.07     0.00     0.28     0.00     0.79     2.09     0.59     0.31     0.07     0.07     0.13     0.00     0.68     0.36     0.35     0.41     0.21     0.22     0.28     0.36 
GEFS0P50H06T00E03 07 13 2021/07/25 99 2021 07 12 00    1.77     1.59     0.72     1.07     1.30     1.36     2.07     1.55     2.28     2.76     1.02     1.39     0.69     0.25     0.19     0.19     0.22     0.11     0.09     0.13     0.19 
GEFS0P50H06T00E03 07 14 2021/07/26 99 2021 07 12 00    2.82     2.54     0.95    12.74     2.60    14.70    19.61    16.48    13.86    11.38     2.50     2.79     1.41     0.04     0.00     0.00     0.00     0.00     0.00     0.00     0.00 
GEFS0P50H06T00E03 07 15 2021/07/27 99 2021 07 12 00   12.38    13.75     1.05     1.07     5.41     1.01     0.75     0.45     1.05     1.47     5.33    16.14     3.32     1.41     5.18     5.00     5.83     2.92     2.59     3.67     5.10 
GEFS0P50H06T00E04 08 00 2021/07/12 99 2021 07 12 00    0.11     0.09     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.11     0.01     0.04     0.04     0.04     0.80     0.02     0.01     0.02     0.04 
GEFS0P50H06T00E04 08 01 2021/07/13 99 2021 07 12 00    0.51     0.83     0.00     0.00     0.01     0.00     0.00     0.00     0.00     0.00     0.25     1.38     0.03     0.11     0.19     0.19     1.30     0.11     0.00     0.07     0.19 
GEFS0P50H06T00E04 08 02 2021/07/14 99 2021 07 12 00    0.74     0.98     0.00     0.00     0.18     0.00     0.00     0.00     0.00     0.00     0.29     1.36     0.03     0.40     0.02     0.02     0.63     0.01     0.00     0.01     0.02 
GEFS0P50H06T00E04 08 03 2021/07/15 99 2021 07 12 00    2.26     1.69     0.03     0.00     0.02     0.00     0.00     0.00     0.00     0.00     0.61     1.60     0.46     0.28     0.04     0.04     0.60     0.02     0.00     0.01     0.04 
GEFS0P50H06T00E04 08 04 2021/07/16 99 2021 07 12 00    7.45     7.11     0.11     0.01     1.53     0.01     0.00     0.00     0.00     0.00     2.97     7.77     3.61     0.00     0.00     0.00     0.63     0.00     0.00     0.00     0.00 
