</START/>
</BACIA/>
</OPTIONS: bacia_ruteiras NUMLIN= 6 />
-41.05 -20.55
-41.05 -20.45
-41.05 -20.65
-40.95 -20.55
-40.95 -20.45
-40.95 -20.65
</BACIA/>
</OPTIONS: bacia_francisco_gros NUMLIN= 12 />
  -61.5000   -18.2500 1
  -61.2500   -18.2500 1
  -61.0000   -18.2500 1
  -60.7500   -18.2500 1
  -60.5000   -18.2500 1
  -62.5000   -18.0000 1
  -62.2500   -18.0000 1
  -62.0000   -18.0000 1
  -61.7500   -18.0000 1
  -61.5000   -18.0000 1
  -61.2500   -18.0000 1
  -61.0000   -18.0000 1
  -60.7500   -18.0000 1
  -60.5000   -18.0000 1
  -62.2500   -17.7500 1
  -62.0000   -17.7500 1
  -61.7500   -17.7500 1
  -61.5000   -17.7500 1
  -61.2500   -17.7500 1
  -61.0000   -17.7500 1
  -60.7500   -17.7500 1
  -60.5000   -17.7500 1
  -62.5000   -17.5000 1
  -62.2500   -17.5000 1
  -62.0000   -17.5000 1
  -61.7500   -17.5000 1
  -61.5000   -17.5000 1
  -61.2500   -17.5000 1
  -61.0000   -17.5000 1
  -60.7500   -17.5000 1
  -60.5000   -17.5000 1
  -60.2500   -17.5000 1
  -62.5000   -17.2500 1
  -62.2500   -17.2500 1
  -62.0000   -17.2500 1
  -61.7500   -17.2500 1
  -61.5000   -17.2500 1
  -61.2500   -17.2500 1
  -61.0000   -17.2500 1
  -60.7500   -17.2500 1
  -60.5000   -17.2500 1
  -60.2500   -17.2500 1
  -62.5000   -17.0000 1
  -62.2500   -17.0000 1
  -62.0000   -17.0000 1
  -61.7500   -17.0000 1
  -61.5000   -17.0000 1
  -61.2500   -17.0000 1
  -61.0000   -17.0000 1
  -60.7500   -17.0000 1
  -60.5000   -17.0000 1
  -60.2500   -17.0000 1
  -62.5000   -16.7500 1
  -62.2500   -16.7500 1
  -62.0000   -16.7500 1
  -61.7500   -16.7500 1
  -61.5000   -16.7500 1
  -61.2500   -16.7500 1
  -61.0000   -16.7500 1
  -60.7500   -16.7500 1
  -60.5000   -16.7500 1
  -62.7500   -16.5000 1
  -62.5000   -16.5000 1
  -62.2500   -16.5000 1
  -62.0000   -16.5000 1
  -61.7500   -16.5000 1
  -61.5000   -16.5000 1
  -61.2500   -16.5000 1
  -61.0000   -16.5000 1
  -60.7500   -16.5000 1
  -63.0000   -16.2500 1
  -62.7500   -16.2500 1
  -62.5000   -16.2500 1
  -62.2500   -16.2500 1
  -62.0000   -16.2500 1
  -61.7500   -16.2500 1
  -61.5000   -16.2500 1
  -61.2500   -16.2500 1
  -61.0000   -16.2500 1
  -60.7500   -16.2500 1
  -60.5000   -16.2500 1
  -60.2500   -16.2500 1
  -60.0000   -16.2500 1
  -59.7500   -16.2500 1
  -63.5000   -16.0000 1
  -63.2500   -16.0000 1
  -63.0000   -16.0000 1
  -62.7500   -16.0000 1
  -62.5000   -16.0000 1
  -62.2500   -16.0000 1
  -62.0000   -16.0000 1
  -61.7500   -16.0000 1
  -61.5000   -16.0000 1
  -61.2500   -16.0000 1
  -61.0000   -16.0000 1
  -60.7500   -16.0000 1
  -60.5000   -16.0000 1
  -60.2500   -16.0000 1
  -60.0000   -16.0000 1
  -59.7500   -16.0000 1
  -59.5000   -16.0000 1
  -63.5000   -15.7500 1
  -63.2500   -15.7500 1
  -63.0000   -15.7500 1
  -62.7500   -15.7500 1
  -62.5000   -15.7500 1
  -62.2500   -15.7500 1
  -62.0000   -15.7500 1
  -61.7500   -15.7500 1
  -61.5000   -15.7500 1
  -61.2500   -15.7500 1
  -61.0000   -15.7500 1
  -60.7500   -15.7500 1
  -60.5000   -15.7500 1
  -60.2500   -15.7500 1
  -60.0000   -15.7500 1
  -59.7500   -15.7500 1
  -59.5000   -15.7500 1
  -59.2500   -15.7500 1
  -63.7500   -15.5000 1
  -63.5000   -15.5000 1
  -63.2500   -15.5000 1
  -63.0000   -15.5000 1
  -62.7500   -15.5000 1
  -62.5000   -15.5000 1
  -62.2500   -15.5000 1
  -62.0000   -15.5000 1
  -61.7500   -15.5000 1
  -61.5000   -15.5000 1
  -61.2500   -15.5000 1
  -61.0000   -15.5000 1
  -60.7500   -15.5000 1
  -60.5000   -15.5000 1
  -60.2500   -15.5000 1
  -60.0000   -15.5000 1
  -59.7500   -15.5000 1
  -59.5000   -15.5000 1
  -59.2500   -15.5000 1
  -64.0000   -15.2500 1
  -63.7500   -15.2500 1
  -63.5000   -15.2500 1
  -63.2500   -15.2500 1
  -63.0000   -15.2500 1
  -62.7500   -15.2500 1
  -62.5000   -15.2500 1
  -62.2500   -15.2500 1
  -62.0000   -15.2500 1
  -61.7500   -15.2500 1
  -61.5000   -15.2500 1
  -61.2500   -15.2500 1
  -61.0000   -15.2500 1
  -60.7500   -15.2500 1
  -60.5000   -15.2500 1
  -60.2500   -15.2500 1
  -60.0000   -15.2500 1
  -59.7500   -15.2500 1
  -59.5000   -15.2500 1
  -59.2500   -15.2500 1
  -59.0000   -15.2500 1
  -64.2500   -15.0000 1
  -64.0000   -15.0000 1
  -63.7500   -15.0000 1
  -63.5000   -15.0000 1
  -63.2500   -15.0000 1
  -63.0000   -15.0000 1
  -62.7500   -15.0000 1
  -62.5000   -15.0000 1
  -62.2500   -15.0000 1
  -62.0000   -15.0000 1
  -61.7500   -15.0000 1
  -61.5000   -15.0000 1
  -61.2500   -15.0000 1
  -61.0000   -15.0000 1
  -60.7500   -15.0000 1
  -60.5000   -15.0000 1
  -60.2500   -15.0000 1
  -60.0000   -15.0000 1
  -59.7500   -15.0000 1
  -59.5000   -15.0000 1
  -59.2500   -15.0000 1
  -59.0000   -15.0000 1
  -64.5000   -14.7500 1
  -64.2500   -14.7500 1
  -64.0000   -14.7500 1
  -63.7500   -14.7500 1
  -63.5000   -14.7500 1
  -63.2500   -14.7500 1
  -63.0000   -14.7500 1
  -62.7500   -14.7500 1
  -62.5000   -14.7500 1
  -62.2500   -14.7500 1
  -62.0000   -14.7500 1
  -61.7500   -14.7500 1
  -61.5000   -14.7500 1
  -61.2500   -14.7500 1
  -61.0000   -14.7500 1
  -60.7500   -14.7500 1
  -60.5000   -14.7500 1
  -60.2500   -14.7500 1
  -60.0000   -14.7500 1
  -59.7500   -14.7500 1
  -59.5000   -14.7500 1
  -59.2500   -14.7500 1
  -59.0000   -14.7500 1
  -64.5000   -14.5000 1
  -64.2500   -14.5000 1
  -64.0000   -14.5000 1
  -63.7500   -14.5000 1
  -63.5000   -14.5000 1
  -63.2500   -14.5000 1
  -63.0000   -14.5000 1
  -62.7500   -14.5000 1
  -62.5000   -14.5000 1
  -62.2500   -14.5000 1
  -62.0000   -14.5000 1
  -61.7500   -14.5000 1
  -61.5000   -14.5000 1
  -61.2500   -14.5000 1
  -61.0000   -14.5000 1
  -60.7500   -14.5000 1
  -60.5000   -14.5000 1
  -60.2500   -14.5000 1
  -60.0000   -14.5000 1
  -59.7500   -14.5000 1
  -59.5000   -14.5000 1
  -64.7500   -14.2500 1
  -64.5000   -14.2500 1
  -64.2500   -14.2500 1
  -64.0000   -14.2500 1
  -63.7500   -14.2500 1
  -63.5000   -14.2500 1
  -63.2500   -14.2500 1
  -63.0000   -14.2500 1
  -62.7500   -14.2500 1
  -62.5000   -14.2500 1
  -62.2500   -14.2500 1
  -62.0000   -14.2500 1
  -61.7500   -14.2500 1
  -61.5000   -14.2500 1
  -61.2500   -14.2500 1
  -61.0000   -14.2500 1
  -60.7500   -14.2500 1
  -60.5000   -14.2500 1
  -60.2500   -14.2500 1
  -60.0000   -14.2500 1
  -59.7500   -14.2500 1
  -59.5000   -14.2500 1
  -65.0000   -14.0000 1
  -64.7500   -14.0000 1
  -64.5000   -14.0000 1
  -64.2500   -14.0000 1
  -64.0000   -14.0000 1
  -63.7500   -14.0000 1
  -63.5000   -14.0000 1
  -63.2500   -14.0000 1
  -63.0000   -14.0000 1
  -62.7500   -14.0000 1
  -62.5000   -14.0000 1
  -62.2500   -14.0000 1
  -62.0000   -14.0000 1
  -61.7500   -14.0000 1
  -61.5000   -14.0000 1
  -61.2500   -14.0000 1
  -61.0000   -14.0000 1
  -60.7500   -14.0000 1
  -60.5000   -14.0000 1
  -60.2500   -14.0000 1
  -60.0000   -14.0000 1
  -59.7500   -14.0000 1
  -59.5000   -14.0000 1
  -65.0000   -13.7500 1
  -64.7500   -13.7500 1
  -64.5000   -13.7500 1
  -64.2500   -13.7500 1
  -64.0000   -13.7500 1
  -63.7500   -13.7500 1
  -63.5000   -13.7500 1
  -63.2500   -13.7500 1
  -63.0000   -13.7500 1
  -62.7500   -13.7500 1
  -62.5000   -13.7500 1
  -62.2500   -13.7500 1
  -62.0000   -13.7500 1
  -61.7500   -13.7500 1
  -61.5000   -13.7500 1
  -61.2500   -13.7500 1
  -61.0000   -13.7500 1
  -60.7500   -13.7500 1
  -60.5000   -13.7500 1
  -60.2500   -13.7500 1
  -60.0000   -13.7500 1
  -59.7500   -13.7500 1
  -64.7500   -13.5000 1
  -64.5000   -13.5000 1
  -64.2500   -13.5000 1
  -64.0000   -13.5000 1
  -63.7500   -13.5000 1
  -63.5000   -13.5000 1
  -63.2500   -13.5000 1
  -63.0000   -13.5000 1
  -62.7500   -13.5000 1
  -62.5000   -13.5000 1
  -62.2500   -13.5000 1
  -62.0000   -13.5000 1
  -61.7500   -13.5000 1
  -61.5000   -13.5000 1
  -61.2500   -13.5000 1
  -61.0000   -13.5000 1
  -60.7500   -13.5000 1
  -60.5000   -13.5000 1
  -60.2500   -13.5000 1
  -60.0000   -13.5000 1
  -64.7500   -13.2500 1
  -64.5000   -13.2500 1
  -64.2500   -13.2500 1
  -64.0000   -13.2500 1
  -63.7500   -13.2500 1
  -63.5000   -13.2500 1
  -63.2500   -13.2500 1
  -63.0000   -13.2500 1
  -62.7500   -13.2500 1
  -62.5000   -13.2500 1
  -62.2500   -13.2500 1
  -62.0000   -13.2500 1
  -61.7500   -13.2500 1
  -61.5000   -13.2500 1
  -61.2500   -13.2500 1
  -61.0000   -13.2500 1
  -60.7500   -13.2500 1
  -60.5000   -13.2500 1
  -60.2500   -13.2500 1
  -60.0000   -13.2500 1
  -64.7500   -13.0000 1
  -64.5000   -13.0000 1
  -64.2500   -13.0000 1
  -64.0000   -13.0000 1
  -63.7500   -13.0000 1
  -63.5000   -13.0000 1
  -63.2500   -13.0000 1
  -63.0000   -13.0000 1
  -62.7500   -13.0000 1
  -62.5000   -13.0000 1
  -62.2500   -13.0000 1
  -62.0000   -13.0000 1
  -61.7500   -13.0000 1
  -61.5000   -13.0000 1
  -61.2500   -13.0000 1
  -61.0000   -13.0000 1
  -60.7500   -13.0000 1
  -60.5000   -13.0000 1
  -60.2500   -13.0000 1
  -64.5000   -12.7500 1
  -64.2500   -12.7500 1
  -64.0000   -12.7500 1
  -63.7500   -12.7500 1
  -63.5000   -12.7500 1
  -63.2500   -12.7500 1
  -63.0000   -12.7500 1
  -62.7500   -12.7500 1
  -62.5000   -12.7500 1
  -62.2500   -12.7500 1
  -62.0000   -12.7500 1
  -61.7500   -12.7500 1
  -61.5000   -12.7500 1
  -61.2500   -12.7500 1
  -61.0000   -12.7500 1
  -64.7500   -12.5000 1
  -64.5000   -12.5000 1
  -64.2500   -12.5000 1
  -64.0000   -12.5000 1
  -63.7500   -12.5000 1
  -63.5000   -12.5000 1
  -63.2500   -12.5000 1
  -63.0000   -12.5000 1
  -62.7500   -12.5000 1
  -62.5000   -12.5000 1
  -62.2500   -12.5000 1
  -62.0000   -12.5000 1
  -61.7500   -12.5000 1
  -61.5000   -12.5000 1
  -65.0000   -12.2500 1
  -64.7500   -12.2500 1
  -64.5000   -12.2500 1
  -64.2500   -12.2500 1
  -64.0000   -12.2500 1
  -63.7500   -12.2500 1
  -63.5000   -12.2500 1
  -63.2500   -12.2500 1
  -63.0000   -12.2500 1
  -62.7500   -12.2500 1
  -62.5000   -12.2500 1
  -62.2500   -12.2500 1
  -62.0000   -12.2500 1
  -61.7500   -12.2500 1
  -65.0000   -12.0000 1
  -64.7500   -12.0000 1
  -64.5000   -12.0000 1
  -64.2500   -12.0000 1
  -64.0000   -12.0000 1
  -63.7500   -12.0000 1
  -63.5000   -12.0000 1
  -63.2500   -12.0000 1
  -63.0000   -12.0000 1
  -62.7500   -12.0000 1
  -62.5000   -12.0000 1
  -62.2500   -12.0000 1
  -62.0000   -12.0000 1
  -64.2500   -11.7500 1
  -64.0000   -11.7500 1
  -63.7500   -11.7500 1
  -63.5000   -11.7500 1
  -63.2500   -11.7500 1
  -63.0000   -11.7500 1
  -62.7500   -11.7500 1
  -62.5000   -11.7500 1
  -64.0000   -11.5000 1
  -63.7500   -11.5000 1
  -63.5000   -11.5000 1
  -63.2500   -11.5000 1
  -63.0000   -11.5000 1
  -62.7500   -11.5000 1
  -63.5000   -11.2500 1
  -63.2500   -11.2500 1
</BACIA/>
</OPTIONS: BACIA_DO_RIO_MAMORE NUMLIN= 315 />
  -64.5000   -20.0000 1
  -64.5000   -19.7500 1
  -64.2500   -19.7500 1
  -63.7500   -19.7500 1
  -63.5000   -19.7500 1
  -64.5000   -19.5000 1
  -64.2500   -19.5000 1
  -64.0000   -19.5000 1
  -63.7500   -19.5000 1
  -63.5000   -19.5000 1
  -63.2500   -19.5000 1
  -64.7500   -19.2500 1
  -64.5000   -19.2500 1
  -64.2500   -19.2500 1
  -64.0000   -19.2500 1
  -63.7500   -19.2500 1
  -63.5000   -19.2500 1
  -63.2500   -19.2500 1
  -66.2500   -19.0000 1
  -65.2500   -19.0000 1
  -65.0000   -19.0000 1
  -64.7500   -19.0000 1
  -64.5000   -19.0000 1
  -64.2500   -19.0000 1
  -64.0000   -19.0000 1
  -63.7500   -19.0000 1
  -63.5000   -19.0000 1
  -63.2500   -19.0000 1
  -66.5000   -18.7500 1
  -66.2500   -18.7500 1
  -66.0000   -18.7500 1
  -65.7500   -18.7500 1
  -65.5000   -18.7500 1
  -65.2500   -18.7500 1
  -65.0000   -18.7500 1
  -64.7500   -18.7500 1
  -64.5000   -18.7500 1
  -64.2500   -18.7500 1
  -64.0000   -18.7500 1
  -63.7500   -18.7500 1
  -63.5000   -18.7500 1
  -63.2500   -18.7500 1
  -66.5000   -18.5000 1
  -66.2500   -18.5000 1
  -66.0000   -18.5000 1
  -65.7500   -18.5000 1
  -65.5000   -18.5000 1
  -65.2500   -18.5000 1
  -65.0000   -18.5000 1
  -64.7500   -18.5000 1
  -64.5000   -18.5000 1
  -64.2500   -18.5000 1
  -64.0000   -18.5000 1
  -63.7500   -18.5000 1
  -63.5000   -18.5000 1
  -63.2500   -18.5000 1
  -63.0000   -18.5000 1
  -66.7500   -18.2500 1
  -66.5000   -18.2500 1
  -66.2500   -18.2500 1
  -66.0000   -18.2500 1
  -65.7500   -18.2500 1
  -65.5000   -18.2500 1
  -65.2500   -18.2500 1
  -65.0000   -18.2500 1
  -64.7500   -18.2500 1
  -64.5000   -18.2500 1
  -64.2500   -18.2500 1
  -64.0000   -18.2500 1
  -63.7500   -18.2500 1
  -63.5000   -18.2500 1
  -63.2500   -18.2500 1
  -63.0000   -18.2500 1
  -66.7500   -18.0000 1
  -66.5000   -18.0000 1
  -66.2500   -18.0000 1
  -66.0000   -18.0000 1
  -65.7500   -18.0000 1
  -65.5000   -18.0000 1
  -65.2500   -18.0000 1
  -65.0000   -18.0000 1
  -64.7500   -18.0000 1
  -64.5000   -18.0000 1
  -64.2500   -18.0000 1
  -64.0000   -18.0000 1
  -63.7500   -18.0000 1
  -63.5000   -18.0000 1
  -63.2500   -18.0000 1
  -63.0000   -18.0000 1
  -62.7500   -18.0000 1
  -66.7500   -17.7500 1
  -66.5000   -17.7500 1
  -66.2500   -17.7500 1
  -66.0000   -17.7500 1
  -65.7500   -17.7500 1
  -65.5000   -17.7500 1
  -65.2500   -17.7500 1
  -65.0000   -17.7500 1
  -64.7500   -17.7500 1
  -64.5000   -17.7500 1
  -64.2500   -17.7500 1
  -64.0000   -17.7500 1
  -63.7500   -17.7500 1
  -63.5000   -17.7500 1
  -63.2500   -17.7500 1
  -63.0000   -17.7500 1
  -62.7500   -17.7500 1
  -62.5000   -17.7500 1
  -66.7500   -17.5000 1
  -66.5000   -17.5000 1
  -66.2500   -17.5000 1
  -66.0000   -17.5000 1
  -65.7500   -17.5000 1
  -65.5000   -17.5000 1
  -65.2500   -17.5000 1
  -65.0000   -17.5000 1
  -64.7500   -17.5000 1
  -64.5000   -17.5000 1
  -64.2500   -17.5000 1
  -64.0000   -17.5000 1
  -63.7500   -17.5000 1
  -63.5000   -17.5000 1
  -63.2500   -17.5000 1
  -63.0000   -17.5000 1
  -62.7500   -17.5000 1
  -66.0000   -17.2500 1
  -65.7500   -17.2500 1
  -65.5000   -17.2500 1
  -65.2500   -17.2500 1
  -65.0000   -17.2500 1
  -64.7500   -17.2500 1
  -64.5000   -17.2500 1
  -64.2500   -17.2500 1
  -64.0000   -17.2500 1
  -63.7500   -17.2500 1
  -63.5000   -17.2500 1
  -63.2500   -17.2500 1
  -63.0000   -17.2500 1
  -62.7500   -17.2500 1
  -66.0000   -17.0000 1
  -65.7500   -17.0000 1
  -65.5000   -17.0000 1
  -65.2500   -17.0000 1
  -65.0000   -17.0000 1
  -64.7500   -17.0000 1
  -64.5000   -17.0000 1
  -64.2500   -17.0000 1
  -64.0000   -17.0000 1
  -63.7500   -17.0000 1
  -63.5000   -17.0000 1
  -63.2500   -17.0000 1
  -63.0000   -17.0000 1
  -62.7500   -17.0000 1
  -65.7500   -16.7500 1
  -65.5000   -16.7500 1
  -65.2500   -16.7500 1
  -65.0000   -16.7500 1
  -64.7500   -16.7500 1
  -64.5000   -16.7500 1
  -64.2500   -16.7500 1
  -64.0000   -16.7500 1
  -63.7500   -16.7500 1
  -63.5000   -16.7500 1
  -63.2500   -16.7500 1
  -63.0000   -16.7500 1
  -62.7500   -16.7500 1
  -66.0000   -16.5000 1
  -65.7500   -16.5000 1
  -65.5000   -16.5000 1
  -65.2500   -16.5000 1
  -65.0000   -16.5000 1
  -64.7500   -16.5000 1
  -64.5000   -16.5000 1
  -64.2500   -16.5000 1
  -64.0000   -16.5000 1
  -63.7500   -16.5000 1
  -63.5000   -16.5000 1
  -63.2500   -16.5000 1
  -63.0000   -16.5000 1
  -66.0000   -16.2500 1
  -65.7500   -16.2500 1
  -65.5000   -16.2500 1
  -65.2500   -16.2500 1
  -65.0000   -16.2500 1
  -64.7500   -16.2500 1
  -64.5000   -16.2500 1
  -64.2500   -16.2500 1
  -64.0000   -16.2500 1
  -63.7500   -16.2500 1
  -63.5000   -16.2500 1
  -63.2500   -16.2500 1
  -66.2500   -16.0000 1
  -66.0000   -16.0000 1
  -65.7500   -16.0000 1
  -65.5000   -16.0000 1
  -65.2500   -16.0000 1
  -65.0000   -16.0000 1
  -64.7500   -16.0000 1
  -64.5000   -16.0000 1
  -64.2500   -16.0000 1
  -64.0000   -16.0000 1
  -63.7500   -16.0000 1
  -66.5000   -15.7500 1
  -66.2500   -15.7500 1
  -66.0000   -15.7500 1
  -65.7500   -15.7500 1
  -65.5000   -15.7500 1
  -65.2500   -15.7500 1
  -65.0000   -15.7500 1
  -64.7500   -15.7500 1
  -64.5000   -15.7500 1
  -64.2500   -15.7500 1
  -64.0000   -15.7500 1
  -63.7500   -15.7500 1
  -66.7500   -15.5000 1
  -66.5000   -15.5000 1
  -66.2500   -15.5000 1
  -66.0000   -15.5000 1
  -65.7500   -15.5000 1
  -65.5000   -15.5000 1
  -65.2500   -15.5000 1
  -65.0000   -15.5000 1
  -64.7500   -15.5000 1
  -64.5000   -15.5000 1
  -64.2500   -15.5000 1
  -64.0000   -15.5000 1
  -67.0000   -15.2500 1
  -66.7500   -15.2500 1
  -66.5000   -15.2500 1
  -66.2500   -15.2500 1
  -66.0000   -15.2500 1
  -65.7500   -15.2500 1
  -65.5000   -15.2500 1
  -65.2500   -15.2500 1
  -65.0000   -15.2500 1
  -64.7500   -15.2500 1
  -64.5000   -15.2500 1
  -64.2500   -15.2500 1
  -67.2500   -15.0000 1
  -67.0000   -15.0000 1
  -66.7500   -15.0000 1
  -66.5000   -15.0000 1
  -66.2500   -15.0000 1
  -66.0000   -15.0000 1
  -65.7500   -15.0000 1
  -65.5000   -15.0000 1
  -65.2500   -15.0000 1
  -65.0000   -15.0000 1
  -64.7500   -15.0000 1
  -64.5000   -15.0000 1
  -67.2500   -14.7500 1
  -67.0000   -14.7500 1
  -66.7500   -14.7500 1
  -66.5000   -14.7500 1
  -66.2500   -14.7500 1
  -66.0000   -14.7500 1
  -65.7500   -14.7500 1
  -65.5000   -14.7500 1
  -65.2500   -14.7500 1
  -65.0000   -14.7500 1
  -64.7500   -14.7500 1
  -67.2500   -14.5000 1
  -67.0000   -14.5000 1
  -66.7500   -14.5000 1
  -66.5000   -14.5000 1
  -66.2500   -14.5000 1
  -66.0000   -14.5000 1
  -65.7500   -14.5000 1
  -65.5000   -14.5000 1
  -65.2500   -14.5000 1
  -65.0000   -14.5000 1
  -64.7500   -14.5000 1
  -67.0000   -14.2500 1
  -66.7500   -14.2500 1
  -66.5000   -14.2500 1
  -66.2500   -14.2500 1
  -66.0000   -14.2500 1
  -65.7500   -14.2500 1
  -65.5000   -14.2500 1
  -65.2500   -14.2500 1
  -65.0000   -14.2500 1
  -67.0000   -14.0000 1
  -66.7500   -14.0000 1
  -66.5000   -14.0000 1
  -66.2500   -14.0000 1
  -66.0000   -14.0000 1
  -65.7500   -14.0000 1
  -65.5000   -14.0000 1
  -65.2500   -14.0000 1
  -66.7500   -13.7500 1
  -66.5000   -13.7500 1
  -66.2500   -13.7500 1
  -66.0000   -13.7500 1
  -65.7500   -13.7500 1
  -65.5000   -13.7500 1
  -65.2500   -13.7500 1
  -66.2500   -13.5000 1
  -66.0000   -13.5000 1
  -65.7500   -13.5000 1
  -65.5000   -13.5000 1
  -65.2500   -13.5000 1
  -65.0000   -13.5000 1
  -66.0000   -13.2500 1
  -65.7500   -13.2500 1
  -65.5000   -13.2500 1
  -65.2500   -13.2500 1
  -65.0000   -13.2500 1
  -65.7500   -13.0000 1
  -65.5000   -13.0000 1
  -65.2500   -13.0000 1
  -65.0000   -13.0000 1
  -65.2500   -12.7500 1
  -65.0000   -12.7500 1
  -64.7500   -12.7500 1
  -65.0000   -12.5000 1
</BACIA/>
</OPTIONS: Bacia_Inc_JPVila NUMLIN= 8 />
  -64.0000   -10.2500 1
  -64.0000   -10.0000 1
  -64.7500    -9.7500 1
  -64.5000    -9.7500 1
  -64.2500    -9.7500 1
  -64.0000    -9.7500 1
  -64.5000    -9.5000 1
  -64.2500    -9.5000 1
</BACIA/>
</OPTIONS: Bacia_JPVila NUMLIN= 15 />
  -64.5000   -10.5000 1
  -64.2500   -10.5000 1
  -64.0000   -10.5000 1
  -64.5000   -10.2500 1
  -64.2500   -10.2500 1
  -64.0000   -10.2500 1
  -64.5000   -10.0000 1
  -64.2500   -10.0000 1
  -64.0000   -10.0000 1
  -64.7500    -9.7500 1
  -64.5000    -9.7500 1
  -64.2500    -9.7500 1
  -64.0000    -9.7500 1
  -64.5000    -9.5000 1
  -64.2500    -9.5000 1
</BACIA/>
</OPTIONS: Bacia_MontJP NUMLIN= 7 />
  -64.5000   -10.5000 1
  -64.2500   -10.5000 1
  -64.0000   -10.5000 1
  -64.5000   -10.2500 1
  -64.2500   -10.2500 1
  -64.5000   -10.0000 1
  -64.2500   -10.0000 1
</BACIA/>
</OPTIONS: CACHOEIRA_ESPERANCA NUMLIN= 383 />
  -67.5000   -17.2500 1
  -67.0000   -17.2500 1
  -66.7500   -17.2500 1
  -66.5000   -17.2500 1
  -66.2500   -17.2500 1
  -67.7500   -17.0000 1
  -67.5000   -17.0000 1
  -67.2500   -17.0000 1
  -67.0000   -17.0000 1
  -66.7500   -17.0000 1
  -66.5000   -17.0000 1
  -66.2500   -17.0000 1
  -68.0000   -16.7500 1
  -67.7500   -16.7500 1
  -67.5000   -16.7500 1
  -67.2500   -16.7500 1
  -67.0000   -16.7500 1
  -66.7500   -16.7500 1
  -66.5000   -16.7500 1
  -66.2500   -16.7500 1
  -66.0000   -16.7500 1
  -68.0000   -16.5000 1
  -67.7500   -16.5000 1
  -67.5000   -16.5000 1
  -67.2500   -16.5000 1
  -67.0000   -16.5000 1
  -66.7500   -16.5000 1
  -66.5000   -16.5000 1
  -66.2500   -16.5000 1
  -68.0000   -16.2500 1
  -67.7500   -16.2500 1
  -67.5000   -16.2500 1
  -67.2500   -16.2500 1
  -67.0000   -16.2500 1
  -66.7500   -16.2500 1
  -66.5000   -16.2500 1
  -66.2500   -16.2500 1
  -68.2500   -16.0000 1
  -68.0000   -16.0000 1
  -67.7500   -16.0000 1
  -67.5000   -16.0000 1
  -67.2500   -16.0000 1
  -67.0000   -16.0000 1
  -66.7500   -16.0000 1
  -66.5000   -16.0000 1
  -68.7500   -15.7500 1
  -68.5000   -15.7500 1
  -68.2500   -15.7500 1
  -68.0000   -15.7500 1
  -67.7500   -15.7500 1
  -67.5000   -15.7500 1
  -67.2500   -15.7500 1
  -67.0000   -15.7500 1
  -66.7500   -15.7500 1
  -69.0000   -15.5000 1
  -68.7500   -15.5000 1
  -68.5000   -15.5000 1
  -68.2500   -15.5000 1
  -68.0000   -15.5000 1
  -67.7500   -15.5000 1
  -67.5000   -15.5000 1
  -67.2500   -15.5000 1
  -67.0000   -15.5000 1
  -69.0000   -15.2500 1
  -68.7500   -15.2500 1
  -68.5000   -15.2500 1
  -68.2500   -15.2500 1
